country,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Uganda,uniqueid_1620,No,Rural,No,8,58,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,uniqueid_1621,No,Rural,Yes,6,23,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1622,No,Rural,Yes,2,19,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1623,No,Rural,Yes,7,27,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1624,No,Urban,Yes,5,28,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1625,No,Rural,Yes,6,60,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1626,No,Rural,No,5,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1627,Yes,Rural,Yes,2,62,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1628,No,Rural,Yes,7,40,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1629,No,Urban,Yes,5,23,Male,Parent,Single/Never Married,Vocational/Specialised training,Formally employed Private
Uganda,uniqueid_1630,No,Urban,Yes,3,50,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1631,No,Urban,No,2,98,Female,Head of Household,Widowed,No formal education,No Income
Uganda,uniqueid_1632,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1633,No,Rural,No,10,18,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1634,No,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1635,No,Rural,Yes,9,43,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1636,No,Rural,Yes,3,26,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Uganda,uniqueid_1637,No,Urban,Yes,2,37,Female,Head of Household,Divorced/Seperated,Primary education,Dont Know/Refuse to answer
Uganda,uniqueid_1638,No,Urban,Yes,6,19,Female,Parent,Single/Never Married,Secondary education,Formally employed Private
Uganda,uniqueid_1639,Yes,Urban,Yes,15,52,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,uniqueid_1640,No,Rural,Yes,8,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1641,No,Rural,Yes,7,21,Male,Parent,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1642,No,Rural,No,2,21,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1643,No,Urban,No,3,49,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1644,No,Urban,Yes,2,21,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income
Uganda,uniqueid_1645,Yes,Rural,Yes,1,55,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,uniqueid_1646,No,Urban,Yes,6,20,Female,Other relative,Single/Never Married,Secondary education,Formally employed Private
Uganda,uniqueid_1647,No,Rural,Yes,1,19,Male,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1648,No,Rural,Yes,8,32,Female,Parent,Divorced/Seperated,Primary education,Formally employed Private
Uganda,uniqueid_1649,No,Rural,Yes,3,40,Female,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1650,No,Urban,Yes,1,20,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1651,No,Rural,No,12,18,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1652,No,Rural,No,3,60,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1653,No,Rural,No,7,38,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1654,No,Urban,Yes,1,22,Female,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1655,No,Rural,Yes,2,54,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1656,No,Rural,Yes,5,34,Female,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1657,No,Rural,Yes,4,65,Female,Head of Household,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1658,No,Urban,Yes,6,34,Female,Head of Household,Married/Living together,Secondary education,No Income
Uganda,uniqueid_1659,No,Urban,Yes,3,17,Female,Other relative,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1660,No,Urban,Yes,2,19,Male,Other non-relatives,Single/Never Married,Secondary education,Formally employed Private
Uganda,uniqueid_1661,No,Rural,Yes,2,21,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1662,No,Rural,Yes,8,47,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1663,No,Rural,Yes,3,19,Female,Other relative,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1664,No,Rural,Yes,8,26,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1665,No,Rural,Yes,3,20,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1666,No,Rural,Yes,3,55,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1667,No,Rural,No,7,45,Female,Head of Household,Widowed,Primary education,Other Income
Uganda,uniqueid_1668,No,Rural,Yes,11,52,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1669,No,Rural,No,2,16,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1670,No,Rural,Yes,8,39,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1671,Yes,Urban,Yes,4,40,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1672,No,Rural,Yes,10,43,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1673,No,Rural,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1674,No,Rural,Yes,7,33,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1675,No,Rural,Yes,3,23,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1676,No,Rural,Yes,3,22,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1677,No,Urban,Yes,2,55,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1678,No,Rural,No,7,44,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1679,No,Urban,Yes,6,36,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1680,No,Urban,Yes,7,35,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1681,No,Rural,No,5,25,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1682,No,Rural,No,4,38,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1683,No,Rural,Yes,7,30,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1684,No,Rural,No,5,64,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,uniqueid_1685,Yes,Urban,Yes,3,36,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Uganda,uniqueid_1686,No,Rural,No,10,40,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Uganda,uniqueid_1687,Yes,Urban,Yes,4,19,Female,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1688,No,Rural,Yes,2,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1689,No,Urban,Yes,3,20,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,uniqueid_1690,No,Rural,Yes,5,26,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1691,No,Rural,No,3,18,Male,Other non-relatives,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1692,No,Urban,Yes,4,26,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1693,No,Rural,No,5,28,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1694,No,Urban,No,5,27,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1695,No,Rural,Yes,3,21,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1696,No,Rural,No,2,70,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,uniqueid_1697,No,Rural,No,4,32,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1698,No,Rural,Yes,4,32,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1699,No,Rural,Yes,3,19,Male,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1700,No,Urban,Yes,3,26,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1701,No,Rural,Yes,3,38,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1702,No,Rural,Yes,5,17,Male,Parent,Single/Never Married,Primary education,No Income
Uganda,uniqueid_1703,No,Rural,Yes,3,19,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1704,No,Rural,Yes,4,27,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1705,No,Rural,Yes,3,27,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1706,No,Rural,Yes,10,43,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1707,No,Rural,No,6,45,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,uniqueid_1708,No,Rural,Yes,8,65,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1709,No,Rural,Yes,10,48,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,uniqueid_1710,Yes,Urban,Yes,2,25,Female,Spouse,Married/Living together,Tertiary education,Other Income
Uganda,uniqueid_1711,No,Rural,No,5,34,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1712,No,Urban,Yes,2,24,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Uganda,uniqueid_1713,No,Rural,Yes,7,38,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1714,No,Urban,Yes,2,31,Female,Head of Household,Single/Never Married,Primary education,No Income
Uganda,uniqueid_1715,No,Urban,Yes,5,49,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,uniqueid_1716,No,Urban,Yes,1,23,Male,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1717,No,Rural,No,13,65,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,uniqueid_1718,No,Rural,Yes,4,20,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1719,No,Urban,Yes,1,23,Male,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1720,No,Rural,Yes,4,27,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1721,No,Urban,No,5,60,Female,Other relative,Widowed,Primary education,No Income
Uganda,uniqueid_1722,No,Rural,Yes,7,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1723,No,Urban,Yes,7,35,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1724,No,Rural,Yes,1,50,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,uniqueid_1725,No,Rural,Yes,5,34,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1726,No,Rural,Yes,1,16,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1727,Yes,Urban,Yes,2,73,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,uniqueid_1728,No,Rural,Yes,5,44,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1729,No,Rural,Yes,7,25,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1730,No,Urban,Yes,3,21,Male,Parent,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1731,No,Rural,Yes,4,23,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,uniqueid_1732,No,Urban,Yes,2,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1733,No,Rural,Yes,1,64,Male,Head of Household,Widowed,No formal education,Self employed
Uganda,uniqueid_1734,No,Urban,Yes,4,48,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1735,No,Rural,Yes,1,23,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1736,No,Rural,Yes,11,46,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1737,No,Urban,Yes,4,25,Female,Parent,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1738,No,Urban,Yes,5,19,Female,Child,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1739,No,Rural,Yes,5,38,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Uganda,uniqueid_1740,No,Rural,Yes,6,60,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1741,No,Rural,Yes,2,25,Male,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1742,Yes,Urban,Yes,3,27,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,uniqueid_1743,Yes,Urban,Yes,6,29,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1744,Yes,Rural,Yes,1,56,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,uniqueid_1745,No,Rural,No,5,26,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1746,No,Urban,Yes,1,56,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1747,No,Rural,Yes,2,23,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1748,No,Urban,Yes,5,48,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1749,No,Rural,Yes,5,46,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1750,No,Rural,No,8,18,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1751,Yes,Rural,Yes,4,28,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1752,No,Rural,Yes,9,35,Female,Parent,Divorced/Seperated,Primary education,Other Income
Uganda,uniqueid_1753,No,Rural,Yes,6,21,Female,Parent,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1754,No,Rural,No,6,32,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1755,No,Rural,No,5,24,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1756,No,Urban,Yes,3,19,Female,Parent,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1757,No,Urban,Yes,4,22,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1758,No,Rural,Yes,6,24,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1759,Yes,Urban,Yes,8,42,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,uniqueid_1760,No,Rural,Yes,4,19,Female,Child,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1761,No,Urban,Yes,4,52,Female,Head of Household,Married/Living together,No formal education,No Income
Uganda,uniqueid_1762,No,Rural,Yes,2,26,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1763,No,Rural,No,3,20,Female,Head of Household,Married/Living together,Primary education,Formally employed Private
Uganda,uniqueid_1764,No,Rural,Yes,8,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1765,No,Rural,Yes,5,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1766,No,Rural,Yes,7,53,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1767,No,Rural,Yes,5,25,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income
Uganda,uniqueid_1768,No,Rural,Yes,5,32,Female,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1769,No,Rural,Yes,7,33,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,uniqueid_1770,No,Rural,No,2,23,Female,Head of Household,Divorced/Seperated,No formal education,Formally employed Private
Uganda,uniqueid_1771,No,Rural,Yes,1,51,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1772,No,Urban,Yes,4,33,Female,Spouse,Married/Living together,Vocational/Specialised training,No Income
Uganda,uniqueid_1773,No,Rural,Yes,9,44,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1774,No,Rural,No,6,65,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1775,No,Rural,No,3,18,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1776,No,Rural,Yes,9,21,Female,Parent,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1777,No,Urban,Yes,3,33,Female,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1778,No,Rural,No,10,53,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1779,No,Rural,Yes,4,25,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1780,No,Rural,No,9,18,Male,Child,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1781,No,Urban,No,2,70,Male,Other relative,Widowed,Primary education,Other Income
Uganda,uniqueid_1782,No,Urban,Yes,2,30,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,uniqueid_1783,No,Rural,Yes,3,32,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed
Uganda,uniqueid_1784,No,Rural,Yes,7,19,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1785,No,Urban,Yes,3,27,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income
Uganda,uniqueid_1786,No,Rural,Yes,2,26,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1787,No,Rural,No,1,19,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,uniqueid_1788,Yes,Rural,Yes,9,34,Female,Parent,Divorced/Seperated,Primary education,Other Income
Uganda,uniqueid_1789,No,Rural,Yes,1,64,Male,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,uniqueid_1790,No,Rural,No,5,51,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1791,No,Rural,Yes,11,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1792,No,Urban,No,2,18,Male,Parent,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1793,No,Urban,No,5,19,Male,Child,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1794,No,Rural,Yes,5,20,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1795,No,Urban,Yes,6,30,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1796,No,Urban,Yes,8,19,Female,Child,Divorced/Seperated,Primary education,Other Income
Uganda,uniqueid_1797,No,Rural,No,2,22,Male,Other relative,Single/Never Married,Secondary education,Dont Know/Refuse to answer
Uganda,uniqueid_1798,Yes,Urban,Yes,4,46,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1799,Yes,Urban,Yes,1,20,Female,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1800,No,Rural,Yes,1,38,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1801,No,Rural,No,3,36,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1802,Yes,Urban,Yes,3,30,Male,Head of Household,Single/Never Married,Tertiary education,Dont Know/Refuse to answer
Uganda,uniqueid_1803,No,Rural,No,2,80,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,uniqueid_1804,No,Rural,No,6,34,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1805,Yes,Urban,Yes,4,32,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1806,Yes,Rural,Yes,8,37,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1807,No,Urban,Yes,4,47,Female,Head of Household,Widowed,Secondary education,Other Income
Uganda,uniqueid_1808,No,Rural,No,12,55,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1809,No,Rural,Yes,4,20,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1810,No,Rural,No,5,17,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1811,No,Rural,No,9,55,Male,Head of Household,Married/Living together,No formal education,No Income
Uganda,uniqueid_1812,No,Urban,Yes,2,26,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1813,Yes,Urban,Yes,3,31,Female,Head of Household,Married/Living together,Secondary education,Formally employed Private
Uganda,uniqueid_1814,No,Rural,Yes,4,28,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1815,No,Rural,Yes,8,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1816,No,Rural,Yes,10,22,Male,Parent,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1817,No,Rural,Yes,1,23,Male,Head of Household,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1818,No,Rural,Yes,9,47,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1819,No,Urban,Yes,2,20,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1820,No,Rural,No,2,18,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1821,No,Rural,No,3,46,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1822,No,Urban,No,2,23,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,uniqueid_1823,No,Rural,No,10,38,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1824,Yes,Urban,Yes,4,38,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed
Uganda,uniqueid_1825,No,Rural,Yes,3,18,Female,Parent,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1826,No,Rural,Yes,3,40,Female,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1827,No,Rural,Yes,12,20,Female,Child,Divorced/Seperated,Primary education,Self employed
Uganda,uniqueid_1828,No,Rural,Yes,4,25,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1829,No,Urban,No,3,16,Female,Other relative,Single/Never Married,Primary education,No Income
Uganda,uniqueid_1830,No,Rural,No,5,27,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1831,No,Rural,No,5,25,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1832,No,Rural,Yes,3,49,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed
Uganda,uniqueid_1833,No,Rural,Yes,7,45,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1834,No,Rural,No,2,43,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1835,No,Rural,Yes,3,23,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1836,No,Rural,Yes,7,39,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1837,No,Rural,Yes,3,18,Male,Parent,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1838,No,Rural,No,5,22,Female,Other non-relatives,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1839,No,Rural,Yes,1,22,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1840,No,Rural,Yes,9,30,Female,Parent,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1841,No,Rural,Yes,3,31,Female,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1842,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,uniqueid_1843,No,Rural,Yes,7,39,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1844,No,Urban,Yes,5,35,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,uniqueid_1845,No,Rural,Yes,10,38,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,uniqueid_1846,No,Rural,No,3,40,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1847,No,Rural,No,5,35,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1848,No,Rural,No,3,30,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1849,No,Urban,Yes,1,29,Female,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1850,No,Rural,Yes,5,45,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,uniqueid_1851,No,Rural,No,7,58,Female,Head of Household,Widowed,Primary education,No Income
Uganda,uniqueid_1852,No,Rural,Yes,1,31,Male,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1853,No,Rural,Yes,6,33,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1854,No,Rural,No,7,17,Male,Child,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1855,No,Urban,Yes,1,40,Female,Head of Household,Married/Living together,Secondary education,No Income
Uganda,uniqueid_1856,Yes,Rural,Yes,4,37,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,uniqueid_1857,No,Rural,Yes,8,17,Female,Parent,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1858,No,Rural,Yes,5,18,Female,Other relative,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1859,Yes,Urban,Yes,2,32,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Uganda,uniqueid_1860,No,Rural,Yes,7,45,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1861,Yes,Urban,Yes,5,29,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1862,No,Rural,Yes,3,35,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1863,No,Rural,Yes,1,29,Male,Head of Household,Single/Never Married,No formal education,Self employed
Uganda,uniqueid_1864,No,Rural,No,12,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1865,No,Urban,Yes,3,25,Female,Other relative,Single/Never Married,Primary education,No Income
Uganda,uniqueid_1866,No,Rural,No,1,64,Male,Head of Household,Widowed,No formal education,Other Income
Uganda,uniqueid_1867,No,Urban,Yes,4,23,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1868,No,Rural,No,6,32,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,uniqueid_1869,No,Rural,Yes,9,21,Male,Parent,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1870,No,Rural,Yes,7,16,Female,Other relative,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1871,Yes,Urban,Yes,4,25,Male,Child,Married/Living together,Tertiary education,Other Income
Uganda,uniqueid_1872,No,Rural,Yes,6,52,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1873,No,Urban,Yes,3,32,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1874,Yes,Urban,Yes,2,26,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed
